##sequence-region,114364328,
chr13,18174010,18178465
chr13,18174010,18178465
chr13,18177555,18178465
chr13,18176018,18176170
chr13,18174442,18174512
chr13,18174010,18174103
chr13,18195297,18232024
chr13,18195297,18232024
chr13,18195297,18195411
chr13,18218999,18219057
chr13,18219526,18219550
chr13,18222495,18222581
chr13,18227479,18227544
chr13,18229547,18229608
chr13,18230074,18230107
chr13,18230503,18232024
chr13,18195317,18232023
chr13,18195317,18195411
chr13,18218999,18219084
chr13,18222497,18222581
chr13,18227479,18227544
chr13,18229547,18229608
chr13,18230074,18230107
chr13,18230503,18232023
chr13,18211959,18230481
chr13,18211959,18212062
chr13,18215311,18215357
chr13,18218999,18219084
chr13,18222497,18222581
chr13,18227479,18227554
chr13,18229558,18229608
chr13,18230074,18230481
chr13,18206570,18207466
chr13,18206570,18207466
chr13,18206570,18207466
chr13,18248913,18249035
chr13,18248913,18249035
chr13,18248913,18249035
chr13,18253526,18270822
chr13,18253526,18270822
chr13,18270659,18270822
chr13,18267428,18267558
chr13,18267207,18267293
chr13,18261889,18262085
chr13,18261325,18261477
chr13,18259144,18259293
chr13,18258483,18258619
chr13,18254745,18254932
chr13,18254386,18254512
chr13,18254172,18254284
chr13,18253977,18254090
chr13,18253526,18253672
chr13,18279320,18309934
chr13,18279320,18309934
chr13,18309557,18309934
chr13,18307255,18307664
chr13,18301452,18301841
chr13,18294175,18294576
chr13,18290497,18290901
chr13,18279320,18279730
chr13,18297554,18298733
chr13,18297554,18298733
chr13,18297554,18298733
chr13,18331933,18348596
chr13,18331933,18348596
chr13,18331933,18332052
chr13,18334819,18334935
chr13,18339183,18339221
chr13,18344490,18344676
chr13,18344932,18345096
chr13,18346433,18346542
chr13,18347052,18347117
chr13,18348384,18348596
chr13,18408806,18431605
chr13,18408806,18423100
chr13,18408806,18409070
chr13,18413127,18413241
chr13,18413723,18416214
chr13,18419904,18419968
chr13,18422778,18423100
chr13,18413127,18431605
chr13,18413127,18413241
chr13,18413723,18413896
chr13,18416107,18416214
chr13,18417179,18417341
chr13,18419904,18419968
chr13,18422778,18422865
chr13,18431582,18431605
chr13,18413728,18422993
chr13,18413728,18413896
chr13,18416107,18416214
chr13,18419904,18419968
chr13,18422778,18422993
chr13,18418526,18418632
chr13,18418526,18418632
chr13,18418526,18418632
chr13,18467172,18485448
chr13,18467172,18485448
chr13,18485334,18485448
chr13,18484731,18484803
chr13,18481005,18481119
chr13,18470172,18470202
chr13,18467172,18469977
chr13,18491904,18492419
chr13,18491904,18492419
chr13,18491904,18492419
chr13,18538880,18551214
chr13,18538880,18551214
chr13,18538880,18538974
chr13,18539660,18539706
chr13,18540828,18540929
chr13,18550290,18551214
chr13,18540497,18550697
chr13,18540497,18540929
chr13,18550290,18550697
chr13,18609132,18609702
chr13,18609132,18609702
chr13,18609132,18609702
chr13,18610298,18611675
chr13,18610298,18611675
chr13,18611570,18611675
chr13,18610298,18610854
chr13,18665235,18667221
chr13,18665235,18667221
chr13,18665235,18667221
chr13,18672827,18676163
chr13,18672827,18676163
chr13,18672827,18673108
chr13,18675988,18676163
chr13,18680494,18681700
chr13,18680494,18681700
chr13,18680494,18681700
chr13,18697003,18697507
chr13,18697003,18697507
chr13,18697003,18697507
chr13,18724415,18724904
chr13,18724415,18724904
chr13,18724415,18724904
chr13,18726706,18727414
chr13,18726706,18727414
chr13,18726706,18727414
chr13,18734080,18734896
chr13,18734080,18734896
chr13,18734080,18734896
chr13,18741730,18742718
chr13,18741730,18742718
chr13,18742421,18742718
chr13,18742034,18742094
chr13,18741730,18741851
chr13,18807279,18808018
chr13,18807279,18808018
chr13,18807279,18808018
chr13,18809830,18810048
chr13,18809830,18810048
chr13,18809830,18810048
chr13,18816718,18871967
chr13,18816718,18871967
chr13,18871861,18871967
chr13,18870668,18870803
chr13,18868085,18868133
chr13,18861514,18861544
chr13,18858804,18858873
chr13,18854777,18854862
chr13,18851937,18851965
chr13,18851772,18851844
chr13,18845743,18845813
chr13,18841594,18841713
chr13,18839977,18840157
chr13,18838269,18838801
chr13,18835385,18835769
chr13,18833717,18833849
chr13,18828822,18828931
chr13,18826666,18826795
chr13,18819040,18819364
chr13,18818274,18818453
chr13,18816718,18816946
chr13,18837768,18838098
chr13,18837768,18838098
chr13,18837768,18838098
chr13,18869185,18869291
chr13,18869185,18869291
chr13,18869185,18869291
chr13,18880054,18880157
chr13,18880054,18880157
chr13,18880054,18880157
chr13,18892260,18895230
chr13,18892260,18895230
chr13,18892260,18895230
chr13,18905419,18935554
chr13,18905419,18908443
chr13,18905419,18905572
chr13,18906497,18906658
chr13,18907635,18908443
chr13,18905429,18926665
chr13,18905429,18905572
chr13,18906497,18906658
chr13,18907635,18907802
chr13,18926310,18926665
chr13,18905430,18926738
chr13,18905430,18905572
chr13,18906497,18906658
chr13,18907635,18907817
chr13,18926310,18926738
chr13,18905430,18926743
chr13,18905430,18905572
chr13,18906497,18906658
chr13,18926310,18926743
chr13,18905431,18926738
chr13,18905431,18905572
chr13,18906497,18906692
chr13,18926310,18926738
chr13,18905439,18907810
chr13,18905439,18905576
chr13,18906027,18906110
chr13,18906497,18906658
chr13,18907635,18907810
chr13,18905444,18926740
chr13,18905444,18905572
chr13,18906497,18906658
chr13,18908970,18909086
chr13,18926310,18926740
chr13,18905446,18926738
chr13,18905446,18905572
chr13,18906497,18906658
chr13,18907635,18907802
chr13,18908970,18909086
chr13,18926310,18926738
chr13,18905450,18926740
chr13,18905450,18905576
chr13,18906497,18906692
chr13,18926310,18926740
chr13,18905464,18935554
chr13,18905464,18905572
chr13,18906497,18906658
chr13,18926310,18926367
chr13,18934997,18935554
chr13,18905466,18926738
chr13,18905466,18905572
chr13,18906027,18906110
chr13,18906497,18906658
chr13,18926310,18926738
chr13,18921888,18944284
chr13,18921888,18944284
chr13,18944140,18944284
chr13,18932569,18932762
chr13,18923541,18923763
chr13,18921888,18922409
chr13,18946755,19062718
chr13,18946755,19062718
chr13,19062591,19062718
chr13,19056403,19056571
chr13,19052911,19053027
chr13,19051161,19051345
chr13,19049959,19050120
chr13,19048570,19048657
chr13,19047990,19048103
chr13,18965204,18965295
chr13,18963949,18964107
chr13,18962558,18962645
chr13,18961984,18962089
chr13,18960096,18960194
chr13,18958993,18959072
chr13,18958026,18958417
chr13,18955537,18955656
chr13,18954928,18955043
chr13,18952715,18952893
chr13,18952521,18952591
chr13,18951670,18951829
chr13,18946755,18946994
chr13,18946902,18952587
chr13,18952521,18952587
chr13,18951670,18951829
chr13,18946902,18946994
chr13,18965270,19009436
chr13,19008988,19009436
chr13,18998323,18998412
chr13,18990569,18990731
chr13,18989897,18989994
chr13,18983354,18983421
chr13,18980131,18980283
chr13,18965270,18965366
chr13,19008259,19026802
chr13,19008259,19012640
chr13,19008259,19009139
chr13,19009274,19009443
chr13,19011433,19011564
chr13,19011680,19012640
chr13,19008264,19011849
chr13,19008264,19009139
chr13,19009303,19009443
chr13,19011433,19011849
chr13,19008478,19026802
chr13,19008478,19009139
chr13,19009274,19009443
chr13,19011433,19011564
chr13,19015082,19015252
chr13,19026662,19026802
