neu	20400000	20429634
cds	20429635	20429776
neu	20429777	20431842
cds	20431843	20431863
neu	20431864	20459487
cds	20459488	20459620
neu	20459621	20462003
cds	20462004	20462209
neu	20462210	20463859
cds	20463860	20463973
neu	20463974	20464618
cds	20464619	20464828
neu	20464829	20464925
cds	20464926	20465077
neu	20465078	20465646
cds	20465647	20465791
neu	20465792	20466808
cds	20466809	20466939
neu	20466940	20467617
cds	20467618	20467777
neu	20467778	20468207
cds	20468208	20468422
neu	20468423	20468798
cds	20468799	20468880
neu	20468881	20469465
cds	20469466	20469625
neu	20469626	20469983
cds	20469984	20470120
neu	20470121	20470413
cds	20470414	20470578
neu	20470579	20471540
cds	20471541	20471975
neu	20471976	20472073
cds	20472074	20472333
neu	20472334	20473760
cds	20473761	20474045
neu	20474046	20475909
cds	20475910	20476251
neu	20476252	20477883
cds	20477884	20477994
neu	20477995	20503666
cds	20503667	20503720
neu	20503721	20503782
cds	20503783	20504178
neu	20504179	20504265
cds	20504266	20504328
neu	20504329	20504391
cds	20504392	20504754
neu	20504755	20505168
cds	20505169	20505231
neu	20505232	20505282
cds	20505283	20505729
neu	20505730	20512739
cds	20512740	20513004
neu	20513005	20513059
cds	20513060	20513112
neu	20513113	20526332
cds	20526333	20526791
neu	20526792	20528591
cds	20528592	20529440
neu	20529441	20533391
cds	20533392	20533452
neu	20533453	20533521
cds	20533522	20533655
neu	20533656	20534525
cds	20534526	20534592
neu	20534593	20534653
cds	20534654	20535324
neu	20535325	20536688
cds	20536689	20537231
neu	20537232	20537292
cds	20537293	20538180
neu	20538181	20538947
cds	20538948	20539265
neu	20539266	20539601
cds	20539602	20539676
neu	20539677	20539744
cds	20539745	20539813
neu	20539814	20539964
cds	20539965	20540039
neu	20540040	20540220
cds	20540221	20540250
neu	20540251	20540305
cds	20540306	20540401
neu	20540402	20547228
cds	20547229	20547603
neu	20547604	20547815
cds	20547816	20548169
neu	20548170	20548234
cds	20548235	20548291
neu	20548292	20548621
cds	20548622	20548960
neu	20548961	20549026
cds	20549027	20549098
neu	20549099	20549378
cds	20549379	20549561
neu	20549562	20549631
cds	20549632	20549988
neu	20549989	20550052
cds	20550053	20550067
neu	20550068	20550503
cds	20550504	20551307
neu	20551308	20551542
cds	20551543	20551722
neu	20551723	20551781
cds	20551782	20551825
neu	20551826	20551892
cds	20551893	20551986
neu	20551987	20556957
cds	20556958	20557195
neu	20557196	20558086
cds	20558087	20558235
neu	20558236	20558391
cds	20558392	20559141
neu	20559142	20560039
cds	20560040	20560153
neu	20560154	20560206
cds	20560207	20560294
neu	20560295	20560352
cds	20560353	20560435
neu	20560436	20560492
cds	20560493	20560583
neu	20560584	20560648
cds	20560649	20560753
neu	20560754	20560813
cds	20560814	20561244
neu	20561245	20561305
cds	20561306	20561770
neu	20561771	20562495
cds	20562496	20562762
neu	20562763	20562822
cds	20562823	20562853
neu	20562854	20563484
cds	20563485	20563720
neu	20563721	20563793
cds	20563794	20564068
neu	20564069	20564129
cds	20564130	20564251
neu	20564252	20564322
cds	20564323	20564431
neu	20564432	20565000
cds	20565001	20565206
neu	20565207	20565277
cds	20565278	20565501
neu	20565502	20581560
cds	20581561	20581633
neu	20581634	20586253
cds	20586254	20586409
neu	20586410	20586614
cds	20586615	20586729
neu	20586730	20586803
cds	20586804	20587016
neu	20587017	20587072
cds	20587073	20587173
neu	20587174	20589660
cds	20589661	20589667
neu	20589668	20595556
cds	20595557	20595663
neu	20595664	20595757
cds	20595758	20595814
neu	20595815	20597547
cds	20597548	20597591
neu	20597592	20598452
cds	20598453	20598525
neu	20598526	20598598
cds	20598599	20598694
neu	20598695	20600000
